cid,cid_geom
WTXA276,POINT(-102.0401754326663 29.93598767501385)
WTXA108,POINT(-101.9027586138775 32.26329878707982)
WTXA005,POINT(-101.1400114772195 33.08770549114258)
WTXA224,POINT(-100.4159329721004 31.76460794509643)
WTXA415,POINT(-101.4247429055437 33.83470534213004)
WTXA292,POINT(-101.4846714777261 30.40346932425048)
WTXA219,POINT(-102.1899743231726 31.99092506685463)
WTXA423,POINT(-100.4541297057617 28.95762889462936)
WTXA387,POINT(-100.5794621757137 31.27265632424898)
WTXA060,POINT(-104.1468107851381 30.16438575364783)
WTXA195,POINT(-101.0485174665476 31.778473995268)
WTXA016,POINT(-101.4464736316283 31.47267631151298)
WTXA328,POINT(-102.6457481696072 30.65118111156411)
WTXA034,POINT(-102.7408363887824 29.99086049392082)
WTXA001,POINT(-104.3856851849077 30.04563935456265)
WTXA214,POINT(-102.3771125844586 31.16804219475766)
WTXA252,POINT(-104.2352599586201 29.99951445656138)
WTXA019,POINT(-103.9994605464975 29.67370066403764)
WTXA172,POINT(-101.5401607301293 33.83497622140163)
WTXA462,POINT(-100.1428083526123 36.25569427262494)
WTXA286,POINT(-101.1810743715215 32.89667422712382)
WTXA457,POINT(-101.7124819210093 33.61487373320352)
WTXA183,POINT(-101.1508274361321 34.42118389080312)
WTXA175,POINT(-101.9873607878952 36.36938504239023)
WTXA326,POINT(-101.6043213132225 33.78644184744455)
WTXA111,POINT(-101.9034523249037 34.177248586213)
WTXA033,POINT(-102.0629285672421 34.05711503013143)
WTXA181,POINT(-100.7771808098989 33.29577300950375)
WTXA176,POINT(-102.008805143805 33.2064181598412)
WTXA029,POINT(-101.9790370367054 33.59894370534268)
WTXA235,POINT(-100.2857763200998 32.38400299283527)
WTXA281,POINT(-99.65836866223505 32.71983670651857)
WTXA271,POINT(-102.3061531594412 35.36192566561991)
WTXA330,POINT(-101.4414224481689 34.48365559631169)
WTXA230,POINT(-100.1466567875063 33.14546848111961)
WTXA325,POINT(-105.6230288628121 31.81384218999696)
WTXA356,POINT(-100.5890062410779 32.93647268188991)
WTXA037,POINT(-102.9516495529155 32.7525540297115)
WTXA194,POINT(-101.8395446016236 33.2063230741965)
WTXA187,POINT(-102.22180428631 35.04837430166745)
WTXA429,POINT(-102.7290649983522 33.48357004335725)
WTXA282,POINT(-100.6421094001905 31.77280290572942)
WTXA009,POINT(-101.9184558945717 33.61879368604176)
WTXA152,POINT(-102.7809331828757 29.66671711235963)
WTXA438,POINT(-103.1699740172238 29.56927514953372)
WTXA253,POINT(-102.0424137636554 36.40732572646039)
WTXA091,POINT(-101.2833620929624 33.54672424962234)
WTXA260,POINT(-101.1309742864916 32.27711632144157)
WTXA373,POINT(-100.2784077184214 33.78406172880793)
WTXA127,POINT(-102.3834287174112 33.7343678303382)
WTXA088,POINT(-101.8582038774692 33.57981704599422)
WTXA222,POINT(-106.5924027663852 31.91246271244901)
WTXA245,POINT(-101.9865000275078 34.22790213401844)
WTXA394,POINT(-101.5697645608554 34.15847099342213)
WTXA104,POINT(-100.3872897455753 30.36774373706189)
WTXA211,POINT(-102.3206972653069 35.69348445974605)
WTXA106,POINT(-101.2187633937769 36.452262606631)
WTXA288,POINT(-100.4550967747571 28.72354146018437)
WTXA160,POINT(-102.00067179121 33.88512656630877)
WTXA334,POINT(-100.5442865174624 33.90699897764613)
WTXA263,POINT(-101.8474091251791 30.70340599506629)
WTXA084,POINT(-103.644851004945 29.23764634100501)
WTXA316,POINT(-102.1680036640496 35.29013401204837)
WTXA223,POINT(-101.3096704715614 33.67909748581174)
WTXA078,POINT(-101.8803984702215 32.8975018696902)
WTXA161,POINT(-102.4615987719985 31.56815618814678)
WTXA119,POINT(-102.0721200967638 31.19551212273885)
WTXA206,POINT(-101.7897090248495 33.64350581499462)
WTXA241,POINT(-102.0672425166182 33.26740633828972)
WTXA174,POINT(-101.281675288915 33.3428874834247)
WTXA431,POINT(-101.9386608446168 35.45107536910492)
WTXA173,POINT(-102.1557532673291 34.72857937935453)
WTXA391,POINT(-101.9346720717426 33.79963555860653)
WTXA455,POINT(-101.5128705928088 33.72278813521769)
WTXA403,POINT(-100.3035934384609 32.42040571148785)
WTXA297,POINT(-102.1122305627294 33.62965092664103)
WTXA146,POINT(-101.4699991643099 33.48678350072498)
WTXA336,POINT(-101.5339555635454 33.80842852626282)
WTXA430,POINT(-101.2401882973821 33.66719658421719)
WTXA466,POINT(-102.248390287171 31.33104396412476)
WTXA327,POINT(-101.5800416175159 36.39926495035226)
WTXA379,POINT(-101.7164745845649 33.81983032398397)
WTXA285,POINT(-100.3491262864639 33.22744947678699)
WTXA112,POINT(-101.1520723969306 33.19445049709827)
WTXA179,POINT(-101.6532689259913 34.25082911407456)
WTXA197,POINT(-100.2761138041822 28.74953078606318)
WTXA300,POINT(-101.9262704428156 36.49832535656828)
WTXA144,POINT(-103.2748179099954 29.67349631073075)
WTXA465,POINT(-100.283369844595 28.62016128363383)
WTXA236,POINT(-104.230227103933 31.65652203979385)
WTXA376,POINT(-101.4703131925126 30.68857357575493)
WTXA395,POINT(-102.5641144609072 32.49399489975421)
WTXA215,POINT(-102.1000756760782 31.8082796868026)
WTXA198,POINT(-102.9301200322365 31.02458086796214)
WTXA006,POINT(-101.8115259993497 31.04736781336761)
WTXA406,POINT(-101.8945491866787 32.17057136037916)
WTXA045,POINT(-101.7713571103417 32.27836998955151)
WTXA347,POINT(-102.1291214132834 31.53958462254933)
WTXA048,POINT(-102.2110051495054 30.67202648103471)
WTXA051,POINT(-100.7454441666866 29.50888890983122)
WTXA053,POINT(-101.9359831596195 31.86106436265084)
WTXA237,POINT(-100.4961446880682 32.11248037329497)
WTXA408,POINT(-104.4086769456909 29.6578268304159)
WTXA177,POINT(-102.2565184677827 31.81960005535355)
WTXA417,POINT(-101.7015238376461 31.4501392703615)
WTXA419,POINT(-100.3075243388601 33.27704982818822)
WTXA440,POINT(-102.7165547340525 32.55115202608445)
WTXA170,POINT(-100.1526486202249 32.26801661407198)
WTXA162,POINT(-100.1626407794986 36.47795512942331)
WTXA180,POINT(-103.9212928450149 30.47011472514478)
WTXA269,POINT(-100.9105969163329 31.22822742667664)
WTXA274,POINT(-100.6823787941771 32.09901341475861)
WTXA298,POINT(-102.5973560535014 30.1147113297014)
WTXA156,POINT(-101.775125840877 33.15325186543424)
WTXA147,POINT(-104.0190479577031 31.0356862575097)
WTXA043,POINT(-100.6278213916077 29.89936657100066)
WTXA042,POINT(-104.5383463387611 31.29190304475828)
WTXA359,POINT(-102.5470190840595 32.20652118632854)
WTXA360,POINT(-101.644054312226 30.20611499675188)
WTXA366,POINT(-102.480245220943 35.74618766583401)
WTXA371,POINT(-100.9301141317894 36.05640062289418)
WTXA027,POINT(-101.5585221588361 32.3579660025493)
WTXA026,POINT(-102.1943318444548 30.18721062975743)
WTXA023,POINT(-102.1034884656454 32.73093389279014)
WTXA015,POINT(-102.9145320974113 31.82021406631484)
WTXA107,POINT(-103.4733923988278 30.84635028194319)
WTXA140,POINT(-103.820620878669 30.97608166256706)
WTXA142,POINT(-100.7645126364363 29.84191719966895)
WTXA375,POINT(-102.7396702021128 30.88248862056972)
WTXA145,POINT(-101.4796779102939 32.71842750740596)
WTXA441,POINT(-103.1607853029388 29.43386420231012)
WTXA342,POINT(-103.6126000255717 30.81282511480143)
WTXA392,POINT(-101.4455892548683 35.42144794401229)
WTXA242,POINT(-100.7443676594383 36.34336733858183)
WTXA315,POINT(-102.7597863229196 33.49974280109164)
WTXA122,POINT(-102.587410384802 34.59060200957411)
WTXA416,POINT(-102.3990855482258 33.46452224119712)
WTXA204,POINT(-100.8931602043796 34.54027387766067)
WTXA095,POINT(-102.4136406225845 30.7704842210404)
WTXA329,POINT(-101.2784312628259 31.27158586881785)
WTXA070,POINT(-102.6334111662474 33.71202373917787)
WTXA010,POINT(-101.5951153502138 35.61144624323319)
WTXA333,POINT(-101.703741975819 35.93473813402471)
WTXA407,POINT(-100.8459546205003 32.33015563901941)
WTXA447,POINT(-102.0730898091274 35.22914749926787)
WTXA113,POINT(-102.4971751705308 29.84844758634593)
WTXA369,POINT(-100.2225765824356 35.13931841977238)
WTXA238,POINT(-101.8906422159927 35.40106013565541)
WTXA192,POINT(-101.460514183571 35.59698680015361)
WTXA205,POINT(-102.5998253487464 34.22989949946197)
WTXA350,POINT(-101.9578482331864 33.84311717651872)
WTXA362,POINT(-100.7693969820313 30.60569126768928)
WTXA246,POINT(-102.0824241205274 31.30967330740586)
WTXA171,POINT(-101.9223327667205 33.03705332063912)
WTXA116,POINT(-101.9348380550707 35.51529733466396)
WTXA071,POINT(-101.4332603791091 35.65441661859143)
WTXA056,POINT(-101.0715560114955 35.20389788744738)
WTXA054,POINT(-100.1333358829625 35.09238126273491)
WTXA469,POINT(-101.6952781814964 35.34844026930939)
WTXA007,POINT(-105.1355960387718 30.83645982845666)
WTXA087,POINT(-101.8789615659969 35.40644900389182)
WTXA073,POINT(-102.4428297398668 33.91626192416454)
WTXA243,POINT(-102.1898028864838 32.43058609783106)
WTXA270,POINT(-104.7116732525178 31.22110135241963)
WTXA420,POINT(-100.9343774660115 36.23141500847426)
WTXA201,POINT(-101.9042215903232 35.38253488276579)
WTXA199,POINT(-101.376169900374 35.16939667781612)
WTXA368,POINT(-103.5365833970362 31.21101879249193)
WTXA262,POINT(-103.8986847328382 30.19202118937257)
WTXA305,POINT(-100.0730661937086 36.00702802774675)
WTXA383,POINT(-101.8328470685516 36.4117441097867)
WTXA121,POINT(-100.5338783241251 35.54387236104354)
WTXA412,POINT(-100.7252965261017 34.7710777125221)
WTXA437,POINT(-102.238153386381 35.44364551434088)
WTXA445,POINT(-101.7657575596716 34.66221888590897)
WTXA468,POINT(-101.8252338404046 31.88722137186728)
WTXA476,POINT(-101.0201577763286 35.27300461552582)
WTXA066,POINT(-101.7434206033317 35.66944604225107)
WTXA064,POINT(-102.3199763985427 34.96120881117713)
WTXA052,POINT(-102.5238734295151 34.12771984650281)
WTXA284,POINT(-101.2091283580315 35.80262706208322)
WTXA128,POINT(-103.8639005421172 31.64037310698158)
WTXA131,POINT(-102.2779821040104 33.9780617514642)
WTXA076,POINT(-102.1137045458887 36.08525645520923)
WTXA149,POINT(-101.6431064632156 34.55455316991614)
WTXA258,POINT(-104.3425165534294 31.04461573707129)
WTXA386,POINT(-102.9659573733077 33.10657020700096)
WTXA080,POINT(-102.6946465114305 32.52221217332159)
WTXA321,POINT(-102.379765395167 31.5455022153253)
WTXA036,POINT(-101.177878357964 36.40276441890565)
WTXA159,POINT(-101.3932271753522 32.76007256572125)
WTXA402,POINT(-103.3082069783289 31.19528171803872)
WTXA097,POINT(-102.8144730685651 34.58538219945699)
WTXA377,POINT(-103.4818910990452 30.59072541887341)
WTXA255,POINT(-101.4616953749195 30.28399719646917)
WTXA203,POINT(-101.0971234194625 36.43009755038292)
WTXA291,POINT(-102.5618540032247 33.57649774640505)
WTXA266,POINT(-101.0250240586023 35.34758657155265)
WTXA134,POINT(-102.0363137216454 32.11253431434933)
WTXA432,POINT(-100.6207088813058 31.26668431679966)
WTXA452,POINT(-101.7642329961547 31.18039938270571)
WTXA135,POINT(-100.7476420320612 33.45596933740539)
WTXA302,POINT(-102.1427033937779 33.73872326283078)
SANB127,POINT(-99.52620532006604 28.14404307132825)
WTXA467,POINT(-103.0554584142206 31.36712261743771)
WTXA167,POINT(-100.5142215696878 29.70618267683547)
WTXA046,POINT(-104.0164871419799 29.54346680048419)
WTXA014,POINT(-99.89200652736392 32.68021246683034)
SANB480,POINT(-98.59758479555126 28.21936245469855)
WTXA301,POINT(-100.4479596240749 30.94889256416543)
WTXA451,POINT(-101.0672638205777 30.6113755573551)
WTXA278,POINT(-101.7222646129675 34.93231468543627)
WTXA157,POINT(-100.3619922709249 31.79803386652564)
SANB210,POINT(-98.4610430823409 28.64592116506909)
WTXA460,POINT(-102.8632723404571 31.74651203761909)
WTXA436,POINT(-101.4713827399653 31.13946924913382)
WTXA022,POINT(-101.2652129156956 30.39775840849091)
WTXA338,POINT(-102.439953489231 29.99357782182148)
SANB605,POINT(-98.39140715483768 27.62363840222783)
WTXA047,POINT(-100.4953832338145 31.31344345993747)
WTXA248,POINT(-101.475225308359 30.15467573821111)
WTXA065,POINT(-101.3774633936743 31.56759466737313)
WTXA444,POINT(-100.2848477331831 33.04051629872038)
SANB418,POINT(-98.2048724591994 27.73096735382482)
WTXA398,POINT(-100.9097446480042 31.92624279276099)
WTXA102,POINT(-102.94167427012 31.25843555380884)
WTXA082,POINT(-102.5760342924289 32.13089443187661)
SANB665,POINT(-98.61803068786372 26.47350869131211)
SANB684,POINT(-100.0223034487975 28.06722912568119)
SANB674,POINT(-97.94736487787773 26.74989046301845)
SANB076,POINT(-98.11718411279242 26.55960747313473)
SANB682,POINT(-98.17904124362298 26.83324912281163)
SANB089,POINT(-97.53022741591582 26.13012427236149)
SANB132,POINT(-97.66560449573531 26.08012086928866)
SANB131,POINT(-97.48053495615558 26.20814850912283)
SANB002,POINT(-98.02686683120791 26.21847926467157)
SANB120,POINT(-97.37402094518234 26.31520682075762)
SANB658,POINT(-97.33427834312722 26.24158326388453)
SANB617,POINT(-97.5438907653841 26.51240655252733)
SANB144,POINT(-99.18332606159571 27.96754109091964)
SANB146,POINT(-98.49419641351083 27.06494777418661)
SANB430,POINT(-98.91144676722341 27.63418378457823)
SANB424,POINT(-97.84960933968824 26.10130265856811)
SANB420,POINT(-97.61166792936163 26.08613067553432)
SANB416,POINT(-97.91032663461544 27.35127347075268)
SANB415,POINT(-98.22549220423645 26.1508381571099)
SANB410,POINT(-97.57496939377069 26.10289417480785)
SANB283,POINT(-99.63790241360459 28.45447099164835)
SANB508,POINT(-98.7883755924976 28.29251379870135)
SANB446,POINT(-97.88237963277125 26.87767401202876)
SANB112,POINT(-98.39921500870645 27.90667856883796)
SANB597,POINT(-99.51143099740881 28.29055925818467)
SANB445,POINT(-98.79311788164202 27.33380248959192)
SANB300,POINT(-99.35777946870567 28.54865003581407)
SANB656,POINT(-98.22383855932101 27.81018749377023)
SANB634,POINT(-97.96160998845399 27.43296082595261)
SANB536,POINT(-97.40711038836577 27.62141733370697)
SANB662,POINT(-98.48988835978255 28.34175912738657)
SANB667,POINT(-98.36329894381157 27.02981203827941)
SANB668,POINT(-97.63094684579913 27.40262039079165)
SANB671,POINT(-98.42319281378522 27.94759224497135)
SANB680,POINT(-98.25799741256058 27.63163050162256)
SANB691,POINT(-98.85443751512477 27.1252171644224)
SANB169,POINT(-97.47189176330903 26.47198823815848)
SANB164,POINT(-97.53641145063352 27.59225039260379)
SANB160,POINT(-98.24411089309042 27.00164346413074)
SANB158,POINT(-98.69719141962874 27.85087870421334)
SANB157,POINT(-97.5751201074588 27.74711877574396)
SANB155,POINT(-98.12107126540914 27.20107122144595)
SANB145,POINT(-98.51646428051484 28.07974746425658)
SANB115,POINT(-98.82398641055217 28.34120795864678)
SANB113,POINT(-98.33397485401755 28.55345523467159)
SANB082,POINT(-97.44640120514055 27.46981768005373)
SANB057,POINT(-98.64360816138266 27.82019579270338)
SANB055,POINT(-97.57923294002276 27.67899002829339)
SANB051,POINT(-97.64834515743912 27.81689353469448)
SANB044,POINT(-98.13437415817062 27.56790724688286)
SANB036,POINT(-98.37924209494639 27.26871223540467)
SANB035,POINT(-97.63702832609579 27.72269989701682)
SANB174,POINT(-98.77998203613909 27.14353041238887)
SANB100,POINT(-98.34040523171753 26.35434345603111)
SANB644,POINT(-97.81148627637688 27.11195934064265)
SANB239,POINT(-97.9610444890524 27.30182208408539)
SANB678,POINT(-97.89827624579014 27.36843553651545)
SANB075,POINT(-98.69592114734246 28.4713522156016)
SANB274,POINT(-99.13429892422937 27.52423452395099)
SANB679,POINT(-97.57437043097976 26.9360788982056)
SANB628,POINT(-99.07353422036624 27.375365637039)
SANB266,POINT(-99.4786397447148 28.23737981964988)
SANB391,POINT(-99.91418146450455 28.69210584764337)
SANB392,POINT(-99.36657242882711 27.62283077105312)
SANB328,POINT(-97.61241537539732 27.57497402577772)
SANB217,POINT(-99.21225270850785 26.92582596918799)
SANB260,POINT(-98.03232490968597 27.54173373608399)
SANB630,POINT(-98.03506192769447 26.18656585491412)
SANB490,POINT(-98.13272551951127 27.44486919777567)
SANB288,POINT(-98.15123163087219 27.22853342576061)
SANB573,POINT(-97.62490864658346 27.05404131335709)
SANB001,POINT(-97.92676326274994 26.94779106932462)
SANB567,POINT(-97.67823812401018 26.62308289001802)
SANB213,POINT(-97.9166886435086 26.99963694937498)
SANB659,POINT(-99.39239488405477 27.23601811095976)
SANB641,POINT(-98.31257700444516 27.69980045259761)
SANB542,POINT(-98.07943445487749 26.25615965497698)
SANB325,POINT(-98.55472865359758 26.79194628673162)
SANB357,POINT(-98.28512831072781 26.94000121760504)
SANB290,POINT(-97.39344429266646 26.29842454140661)
SANB285,POINT(-97.54097061784726 26.12417022317426)
SANB275,POINT(-100.0761115088448 28.9448981255085)
SANB270,POINT(-98.68291982317878 27.57425559584454)
SANB252,POINT(-99.34841235134398 27.33231345997511)
SANB247,POINT(-98.29562302998686 26.33335830648565)
SANB241,POINT(-97.72908338611185 26.06594363256017)
SANB023,POINT(-97.9226444423373 27.97333569974419)
SANB235,POINT(-98.53535587232328 27.75833442187951)
SANB225,POINT(-97.60921881533321 26.1006001173399)
SANB205,POINT(-99.21622452709195 27.49115003041032)
SANB190,POINT(-97.86331370207964 27.89433192545626)
SANB187,POINT(-99.4521218188376 28.28627265457975)
SANB186,POINT(-98.31653926296853 27.45377287585428)
SANB182,POINT(-97.85711563673922 26.61474846778832)
SANB173,POINT(-100.1217644000011 28.38253666400896)
SANB171,POINT(-97.545521728295 26.33914979344603)
SANB021,POINT(-98.04334245307899 26.96716823831583)
SANB166,POINT(-98.51117375623016 26.623408542954)
SANB163,POINT(-99.44541047433981 27.98145865362677)
SANB153,POINT(-99.53156314737824 27.89869840159527)
SANB152,POINT(-98.29591901309776 26.10403216029736)
SANB148,POINT(-98.90890418785573 26.9097620175636)
SANB010,POINT(-97.61477372500327 26.144645309822)
SANB003,POINT(-99.35882555281623 27.65043866623074)
SANB134,POINT(-97.97728753725548 26.56062214445572)
SANB135,POINT(-98.11218251902734 26.25835117227084)
SANB004,POINT(-97.31019197636503 25.99553228650719)
SANB114,POINT(-98.31142229877483 27.30918315701117)
SANB110,POINT(-97.65530346373464 26.43556251378655)
SANB108,POINT(-99.7153935927929 28.98894369478315)
SANB054,POINT(-98.14985707194745 27.4795793616924)
SANB622,POINT(-97.37364395263842 26.2871682698786)
SANB620,POINT(-97.59768269677795 26.27615433762844)
SANB140,POINT(-98.1006486369352 27.7979907174436)
SANB615,POINT(-97.99848382300496 26.79979342795331)
SANB599,POINT(-97.39318108639462 26.32924885844378)
SANB593,POINT(-98.0942241273217 27.35325308525928)
SANB592,POINT(-97.76419556592208 26.71903625461243)
SANB588,POINT(-97.54480401201822 25.94577191500615)
SANB583,POINT(-99.12171137985383 26.54982370589869)
SANB582,POINT(-97.44333797176961 25.91761826904413)
SANB047,POINT(-97.9596598870773 26.19831452393141)
SANB572,POINT(-99.31672595743908 28.39076055436042)
SANB569,POINT(-98.52166091615985 27.53488460967787)
SANB550,POINT(-99.15332320158585 28.14666108464355)
SANB549,POINT(-98.26986799318092 27.66307394532389)
SANB547,POINT(-97.47424861510488 26.06525700068748)
SANB543,POINT(-97.56447838931948 26.84176578783129)
SANB533,POINT(-97.53178174250789 26.13056455820274)
SANB527,POINT(-99.0127767974593 27.98310517178002)
SANB523,POINT(-98.12313869311127 27.2278915915756)
SANB517,POINT(-97.34202511985501 26.0387221560836)
SANB514,POINT(-97.34018746826264 26.06037685160967)
SANB512,POINT(-99.64128377439133 28.78276292627005)
SANB503,POINT(-97.55881913446277 26.18775556875352)
SANB500,POINT(-97.90170369506347 26.72873967345588)
SANB492,POINT(-97.37522683768566 26.13098817656127)
SANB486,POINT(-99.72991594414722 28.08386726051825)
SANB482,POINT(-97.94095802286894 26.27027257110261)
SANB478,POINT(-97.79495653960548 26.48051763203376)
SANB477,POINT(-97.92994647036846 26.82447526292087)
SANB469,POINT(-98.11275439779055 26.86401128293442)
SANB458,POINT(-99.6187542898304 28.08394901220804)
SANB457,POINT(-97.55577261187199 26.15980808764666)
SANB031,POINT(-97.68608908043878 26.15217866608224)
SANB448,POINT(-97.97828248037229 27.04297172898194)
SANB028,POINT(-99.19321008758422 28.4462965819836)
SANB632,POINT(-98.1849315333812 26.31127076624093)
SANB638,POINT(-98.02483266864255 27.15184774728101)
SANB062,POINT(-99.87324553310258 28.46882782230566)
SANB063,POINT(-97.41774156265404 26.23742543051087)
SANB650,POINT(-98.18597917525942 26.59336996423925)
SANB653,POINT(-97.64258647689906 26.32317926446137)
SANB119,POINT(-98.50774109191131 28.58812644124099)
SANB661,POINT(-97.47668700847463 26.10577752422245)
SANB074,POINT(-99.83054868691639 28.48702984591181)
SANB409,POINT(-99.07259045175583 28.15592600254252)
SANB408,POINT(-99.62708098752626 28.26137725748988)
SANB405,POINT(-97.4709116414683 26.14922352228272)
SANB401,POINT(-97.81200203601479 27.46244136749975)
SANB400,POINT(-98.09848774865894 26.19451919992613)
SANB396,POINT(-98.04734145820302 26.87902596749461)
SANB381,POINT(-97.52802625811725 26.12563194474755)
SANB376,POINT(-97.4230375850759 25.98306201295911)
SANB366,POINT(-98.0700893809452 26.86298272459956)
SANB364,POINT(-98.8526199753322 28.51521980695322)
SANB361,POINT(-99.48754621597287 27.92550046321927)
SANB332,POINT(-97.50973904587971 26.13030646928306)
SANB323,POINT(-98.42447823126761 26.38581172521935)
SANB312,POINT(-98.83453489147277 28.04360857047933)
SANB304,POINT(-97.65084816510709 26.01145649005618)
SANB302,POINT(-97.87100882318143 26.16702691769538)
SANB301,POINT(-97.76470354128826 26.16783891860235)
SANB295,POINT(-98.46067584112457 26.23977217559855)
SANB287,POINT(-97.56115362407444 26.37328036827867)
SANB318,POINT(-97.533249016094 26.4366864870232)
SANB454,POINT(-98.74673674850929 26.46771460587879)
SANB014,POINT(-97.49354948183448 25.88704844065543)
SANB013,POINT(-98.26962781807886 26.37792734259387)
SANB251,POINT(-99.11541463116755 26.46930560801296)
SANB306,POINT(-98.43301882512571 26.21589498802195)
SANB456,POINT(-98.1749294723099 26.68502465449193)
SANB700,POINT(-97.98783874995364 26.48697157682167)
SANB257,POINT(-97.44543595196272 25.88146527562839)
SANB621,POINT(-99.70786859575023 28.11731518328067)
SANB626,POINT(-98.1054859507249 26.31028321720558)
SANB627,POINT(-98.22290068216807 26.45719510513297)
SANB256,POINT(-97.33335768447145 26.23994661875131)
SANB629,POINT(-98.53249317580021 26.45105585680633)
SANB255,POINT(-99.21289159551642 27.35697002907406)
SANB254,POINT(-99.29419958059795 27.01643556116244)
SANB633,POINT(-97.73789812119223 26.52789533863763)
SANB150,POINT(-97.66197913504341 26.03616120768062)
SANB395,POINT(-98.0027770683236 26.47636875149456)
SANB554,POINT(-98.46909345080658 26.44797119737324)
SANB555,POINT(-99.12895388644382 27.26729317244731)
SANB403,POINT(-98.25590392969397 26.58645381132402)
SANB151,POINT(-98.28153324525944 27.32550231917561)
SANB156,POINT(-98.1676090241044 27.50966451422272)
SANB159,POINT(-98.1848198551018 26.49122195379586)
SANB367,POINT(-98.07154967288994 26.165123120678)
SANB438,POINT(-98.1529748616057 27.78717317746817)
SANB340,POINT(-98.02802509502281 26.21670829998082)
SANB281,POINT(-98.79636856882463 26.92249510125133)
SANB414,POINT(-97.51358492604008 26.5388616885268)
SANB558,POINT(-97.47107768246781 26.99771157568485)
SANB407,POINT(-97.20111541489923 26.01823707303275)
SANB411,POINT(-99.48562864090623 27.36189841260455)
SANB279,POINT(-98.20158056104822 26.37711751206509)
SANB559,POINT(-97.52564887795978 26.92493324146163)
SANB561,POINT(-98.01085188539348 26.67701216670556)
SANB137,POINT(-98.29277104774748 26.23326436307115)
SANB136,POINT(-97.55905553165543 26.76017144993797)
SANB133,POINT(-98.10537653279965 26.13132634805403)
SANB130,POINT(-98.53989169390182 27.9943290168148)
SANB129,POINT(-98.68242358598967 26.78616932146192)
SANB124,POINT(-98.08892638713026 27.1824343657612)
SANB413,POINT(-98.71125078262831 28.06020661650945)
SANB121,POINT(-98.56273678997559 27.04111464588261)
SANB564,POINT(-98.09476910155387 26.1762357131823)
SANB566,POINT(-98.4452117016833 26.54217177721719)
SANB380,POINT(-98.65701279244558 27.51091621840717)
SANB519,POINT(-97.68685313697856 27.04786613898216)
SANB383,POINT(-98.24910229041906 26.27484638188269)
SANB521,POINT(-99.38131543401006 27.35838040478625)
SANB526,POINT(-97.53199471191701 27.41095848079043)
SANB568,POINT(-98.06208906577501 27.76079113279208)
SANB575,POINT(-98.04874655538909 26.44396902049003)
SANB386,POINT(-98.93737598783854 26.66840644374152)
SANB535,POINT(-98.6470033532277 27.99276595328413)
SANB388,POINT(-99.09239738069374 26.42805422341912)
SANB537,POINT(-98.95971690115246 26.48794339579127)
SANB390,POINT(-97.73476850218694 26.16147369923086)
SANB538,POINT(-98.41269212351756 26.25629880873856)
SANB541,POINT(-97.84873179484232 26.29661359139615)
SANB394,POINT(-99.05396168542526 26.94333093898039)
SANB107,POINT(-97.7563169715914 27.00171186178143)
SANB278,POINT(-98.59158777682994 26.93774980660348)
SANB106,POINT(-98.44855725812475 27.10726400369367)
SANB104,POINT(-97.98374586588412 27.13403600321178)
SANB103,POINT(-98.96856517021811 26.89152720876855)
SANB101,POINT(-97.80424803108848 27.19305733004213)
SANB548,POINT(-99.00737460142288 27.29201905414411)
SANB098,POINT(-98.18653185667091 26.64595349434052)
SANB094,POINT(-98.15179501611276 27.1147716092745)
SANB093,POINT(-98.07991133516956 27.74690376068954)
SANB092,POINT(-97.37780971724686 26.32296703663067)
SANB576,POINT(-98.18999766638245 26.44710075002973)
SANB090,POINT(-98.87744692210488 26.62213264818443)
SANB088,POINT(-98.52663268794856 28.32109634852552)
SANB086,POINT(-97.91005666157687 26.04517001588375)
SANB085,POINT(-98.44233874748939 27.6202295200239)
SANB341,POINT(-98.2180108650776 26.15212199145361)
SANB343,POINT(-98.1786940973914 26.67686428028753)
SANB084,POINT(-97.67571684979134 27.1667016731751)
SANB081,POINT(-98.16079123746175 26.4858852693766)
SANB078,POINT(-98.57901751598725 26.69090270489568)
SANB073,POINT(-99.3074436067223 27.3234174475877)
SANB072,POINT(-97.60396402706264 26.59398312421391)
SANB071,POINT(-99.94696217905965 28.11358677883395)
SANB552,POINT(-98.54217015794293 28.558256531694)
SANB070,POINT(-99.1413062527866 26.71284431037361)
SANB069,POINT(-98.41062183704925 26.52605516294603)
SANB066,POINT(-98.41015422375116 26.96457897700411)
SANB065,POINT(-98.05195561975793 26.11476667391381)
SANB061,POINT(-97.92336206414441 27.52393452070312)
SANB439,POINT(-97.71262625390959 27.54688030842703)
SANB059,POINT(-98.94472286524224 26.53200799015051)
SANB234,POINT(-98.0417616076636 26.56193181432461)
SANB058,POINT(-99.18519461980638 28.15396084416411)
SANB056,POINT(-97.73276320653818 27.06796677402061)
SANB442,POINT(-98.13687306083534 26.5691936939035)
SANB344,POINT(-98.18432515905974 26.20104402355864)
SANB346,POINT(-98.69082313037026 28.04159547912442)
SANB053,POINT(-98.19617383083836 26.76133221649157)
SANB052,POINT(-98.11130645314934 26.56206125824313)
SANB050,POINT(-97.77263769777034 26.68544409624189)
SANB049,POINT(-98.57622071647988 28.05016512203348)
SANB048,POINT(-97.62259200314456 26.18734179592552)
SANB046,POINT(-97.89459589623064 26.5050134656562)
SANB045,POINT(-98.10981397232395 26.15606912119168)
SANB236,POINT(-98.1766178051175 27.18804192548403)
SANB043,POINT(-98.20189755735903 26.39102279948835)
SANB041,POINT(-97.66962190771505 26.65269687409358)
